Academy ID,Academy Name,Slug,Latitude,Longitude,Description,Sport,Address,City,State,Contact Number,Google Maps Link,Academy Image,Coach Name,Coach Sport,Coach Experience,Coach Academy,Fees,Facilities,Batch Timings,Age Groups,Gender,Batch Capacity,Certifications,Rating,Reviews,Verified,Social Links
13f8f708-8ca8-42b3-a481-fe5d94de4137,Dynamic Training Center Vijayawada 11,dynamic-training-center-vijayawada-11,16.547919,80.606182,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 148, Sports Hub, Vijayawada",Vijayawada,Andhra Pradesh,+918911942386,"https://maps.google.com/?q=16.547919,80.606182",https://picsum.photos/seed/dynamic-training-center-vijayawada-11/800/600,Mahesh Nair,Basketball,18 Years,Dynamic Training Center Vijayawada 11,₹5603/month,"Outdoor Court, Indoor Court, Locker Rooms, Fitness Center",6:00 PM - 8:00 PM,18+,Boys,78,Basketball Federation Certified,4.2,456,False,"{""instagram"": ""https://instagram.com/dynamic-training-center-vijayawada-11"", ""facebook"": ""https://facebook.com/dynamic-training-center-vijayawada-11"", ""youtube"": ""https://youtube.com/@dynamic-training-center-vijayawada-11""}"
ecd24be4-bbcc-4c92-b125-f0f2896e9f9c,Elite Sports Club Kurnool 12,elite-sports-club-kurnool-12,15.839867,78.050261,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 503, Victory Avenue, Kurnool",Kurnool,Andhra Pradesh,+918278400004,"https://maps.google.com/?q=15.839867,78.050261",https://picsum.photos/seed/elite-sports-club-kurnool-12/800/600,Ravi Singh,Tennis,9 Years,Elite Sports Club Kurnool 12,₹7641/month,"Clay Court, Fitness Center, Hard Court, Ball Machine",4:00 PM - 6:00 PM,All Ages,Girls,23,AITA Certified Coach,4.1,219,False,"{""instagram"": ""https://instagram.com/elite-sports-club-kurnool-12"", ""facebook"": ""https://facebook.com/elite-sports-club-kurnool-12"", ""youtube"": ""https://youtube.com/@elite-sports-club-kurnool-12""}"
9e8f1363-8ebd-41a5-9842-fd1a7412dc59,Victory Athletic Center Kurnool 13,victory-athletic-center-kurnool-13,15.873387,78.022555,Professional Football coaching academy offering structured training programs.,Football,"Plot 141, Ring Road, Kurnool",Kurnool,Andhra Pradesh,+917593826428,"https://maps.google.com/?q=15.873387,78.022555",https://picsum.photos/seed/victory-athletic-center-kurnool-13/800/600,Harish Reddy,Football,10 Years,Victory Athletic Center Kurnool 13,₹5048/month,"Natural Grass Ground, Flood Lights, Training Cones, Fitness Center",5:30 AM - 7:30 AM,18+,Girls,59,"AIFF D License, AIFF C License",4.9,140,True,"{""instagram"": ""https://instagram.com/victory-athletic-center-kurnool-13"", ""facebook"": ""https://facebook.com/victory-athletic-center-kurnool-13"", ""youtube"": ""https://youtube.com/@victory-athletic-center-kurnool-13""}"
83b0e886-7b89-47cf-beb2-6a4b9a40e5b5,Royal Sports Club Kurnool 14,royal-sports-club-kurnool-14,15.853768,78.069388,Professional Cricket coaching academy offering structured training programs.,Cricket,"Plot 600, Sports Complex, Kurnool",Kurnool,Andhra Pradesh,+916841907040,"https://maps.google.com/?q=15.853768,78.069388",https://picsum.photos/seed/royal-sports-club-kurnool-14/800/600,Sanjay Choudhary,Cricket,19 Years,Royal Sports Club Kurnool 14,₹5607/month,"Practice Pitch, Video Analysis, Turf Nets, Bowling Machine",5:30 AM - 7:30 AM,5-10,Girls,52,"BCCI Level 1, BCCI Level 2",4.8,173,True,"{""instagram"": ""https://instagram.com/royal-sports-club-kurnool-14"", ""facebook"": ""https://facebook.com/royal-sports-club-kurnool-14"", ""youtube"": ""https://youtube.com/@royal-sports-club-kurnool-14""}"
bbe5937d-b946-48aa-b90d-91161e80cb49,Future Sports Academy Visakhapatnam 15,future-sports-academy-visakhapatnam-15,17.659168,83.192986,Professional Cricket coaching academy offering structured training programs.,Cricket,"Plot 832, Central Park, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+917994219746,"https://maps.google.com/?q=17.659168,83.192986",https://picsum.photos/seed/future-sports-academy-visakhapatnam-15/800/600,Rohit Singh,Cricket,4 Years,Future Sports Academy Visakhapatnam 15,₹6510/month,"Video Analysis, Gym, Bowling Machine, Turf Nets",6:00 AM - 8:00 AM,All Ages,Boys,96,"BCCI Level 1, BCCI Level 2",3.9,369,False,"{""instagram"": ""https://instagram.com/future-sports-academy-visakhapatnam-15"", ""facebook"": ""https://facebook.com/future-sports-academy-visakhapatnam-15"", ""youtube"": ""https://youtube.com/@future-sports-academy-visakhapatnam-15""}"
9afb2dd1-dc9c-488c-8b1c-e857fe9b4436,Star Sports Club Kurnool 16,star-sports-club-kurnool-16,15.858033,78.080571,Professional Cricket coaching academy offering structured training programs.,Cricket,"Plot 88, Sports Complex, Kurnool",Kurnool,Andhra Pradesh,+916494168309,"https://maps.google.com/?q=15.858033,78.080571",https://picsum.photos/seed/star-sports-club-kurnool-16/800/600,Kiran Nair,Cricket,16 Years,Star Sports Club Kurnool 16,₹7623/month,"Practice Pitch, Turf Nets, Video Analysis, Gym",5:30 AM - 7:30 AM,18+,Boys,65,"BCCI Level 1, BCCI Level 2",4.2,44,True,"{""instagram"": ""https://instagram.com/star-sports-club-kurnool-16"", ""facebook"": ""https://facebook.com/star-sports-club-kurnool-16"", ""youtube"": ""https://youtube.com/@star-sports-club-kurnool-16""}"
843b6826-9b03-4a82-a022-e29c94109461,Royal Athletic Center Kurnool 17,royal-athletic-center-kurnool-17,15.844155,78.066926,Professional Cricket coaching academy offering structured training programs.,Cricket,"Plot 337, Sports Complex, Kurnool",Kurnool,Andhra Pradesh,+916652830928,"https://maps.google.com/?q=15.844155,78.066926",https://picsum.photos/seed/royal-athletic-center-kurnool-17/800/600,Naveen Yadav,Cricket,3 Years,Royal Athletic Center Kurnool 17,₹7916/month,"Turf Nets, Video Analysis, Bowling Machine, Practice Pitch",5:00 PM - 7:00 PM,18+,Girls,98,"BCCI Level 1, BCCI Level 2",3.7,325,False,"{""instagram"": ""https://instagram.com/royal-athletic-center-kurnool-17"", ""facebook"": ""https://facebook.com/royal-athletic-center-kurnool-17"", ""youtube"": ""https://youtube.com/@royal-athletic-center-kurnool-17""}"
4bdd7a3a-4c09-46c1-b88c-04df21a23693,Future Athletic Center Tirupati 18,future-athletic-center-tirupati-18,13.58358,79.386532,Professional Football coaching academy offering structured training programs.,Football,"Plot 758, Main Road, Tirupati",Tirupati,Andhra Pradesh,+917014031156,"https://maps.google.com/?q=13.58358,79.386532",https://picsum.photos/seed/future-athletic-center-tirupati-18/800/600,Ravi Verma,Football,12 Years,Future Athletic Center Tirupati 18,₹5966/month,"Locker Rooms, Natural Grass Ground, Flood Lights, Fitness Center",6:00 AM - 8:00 AM,10-15,Boys,38,"AIFF D License, AIFF C License",4.7,399,False,"{""instagram"": ""https://instagram.com/future-athletic-center-tirupati-18"", ""facebook"": ""https://facebook.com/future-athletic-center-tirupati-18"", ""youtube"": ""https://youtube.com/@future-athletic-center-tirupati-18""}"
be1db60e-6e97-4c3a-8696-b471aecc7469,Dynamic Training Center Tirupati 19,dynamic-training-center-tirupati-19,13.59673,79.403652,Professional Swimming coaching academy offering structured training programs.,Swimming,"Plot 935, Athletic Colony, Tirupati",Tirupati,Andhra Pradesh,+919976360760,"https://maps.google.com/?q=13.59673,79.403652",https://picsum.photos/seed/dynamic-training-center-tirupati-19/800/600,Rohit Kumar,Swimming,17 Years,Dynamic Training Center Tirupati 19,₹7807/month,"Olympic Pool, Kids Pool, Lifeguard Support, Changing Rooms",6:00 PM - 8:00 PM,5-10,Girls,96,Swimming Federation Certified,3.9,335,False,"{""instagram"": ""https://instagram.com/dynamic-training-center-tirupati-19"", ""facebook"": ""https://facebook.com/dynamic-training-center-tirupati-19"", ""youtube"": ""https://youtube.com/@dynamic-training-center-tirupati-19""}"
702f8f39-0607-40a8-a806-6e1aef31b574,Elite Sports Institute Vijayawada 20,elite-sports-institute-vijayawada-20,16.471593,80.643473,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 112, Sports Complex, Vijayawada",Vijayawada,Andhra Pradesh,+917137561532,"https://maps.google.com/?q=16.471593,80.643473",https://picsum.photos/seed/elite-sports-institute-vijayawada-20/800/600,Harish Joshi,Athletics,21 Years,Elite Sports Institute Vijayawada 20,₹4630/month,"Running Track, Fitness Center, Recovery Zone, Gym",6:00 AM - 8:00 AM,5-10,Mixed,53,Athletics Federation Certified,3.9,53,False,"{""instagram"": ""https://instagram.com/elite-sports-institute-vijayawada-20"", ""facebook"": ""https://facebook.com/elite-sports-institute-vijayawada-20"", ""youtube"": ""https://youtube.com/@elite-sports-institute-vijayawada-20""}"
a9c5bea3-2e98-47fb-864f-8f1cd52c7c53,National Performance Academy Kurnool 21,national-performance-academy-kurnool-21,15.802942,77.994161,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 408, Main Road, Kurnool",Kurnool,Andhra Pradesh,+919917775631,"https://maps.google.com/?q=15.802942,77.994161",https://picsum.photos/seed/national-performance-academy-kurnool-21/800/600,Harish Patel,Volleyball,12 Years,National Performance Academy Kurnool 21,₹2350/month,"Flood Lights, Sand Court, Fitness Center, Indoor Court",5:30 AM - 7:30 AM,10-15,Boys,40,Volleyball Federation Certified,4.1,277,False,"{""instagram"": ""https://instagram.com/national-performance-academy-kurnool-21"", ""facebook"": ""https://facebook.com/national-performance-academy-kurnool-21"", ""youtube"": ""https://youtube.com/@national-performance-academy-kurnool-21""}"
d3e25d3f-add5-44e4-99e0-f1f52403952b,Prime Training Center Vijayawada 22,prime-training-center-vijayawada-22,16.538832,80.68168,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 570, Champions Street, Vijayawada",Vijayawada,Andhra Pradesh,+918033024775,"https://maps.google.com/?q=16.538832,80.68168",https://picsum.photos/seed/prime-training-center-vijayawada-22/800/600,Suresh Choudhary,Athletics,18 Years,Prime Training Center Vijayawada 22,₹3937/month,"Running Track, Fitness Center, Recovery Zone, Gym",4:00 PM - 6:00 PM,5-10,Girls,99,Athletics Federation Certified,3.8,81,False,"{""instagram"": ""https://instagram.com/prime-training-center-vijayawada-22"", ""facebook"": ""https://facebook.com/prime-training-center-vijayawada-22"", ""youtube"": ""https://youtube.com/@prime-training-center-vijayawada-22""}"
112e1a0e-eab3-42e3-a8f4-f3fe460818d7,Victory Athletic Center Tirupati 23,victory-athletic-center-tirupati-23,13.672482,79.433156,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 448, Sports Nagar, Tirupati",Tirupati,Andhra Pradesh,+916747108866,"https://maps.google.com/?q=13.672482,79.433156",https://picsum.photos/seed/victory-athletic-center-tirupati-23/800/600,Kiran Joshi,Basketball,21 Years,Victory Athletic Center Tirupati 23,₹3300/month,"Fitness Center, Indoor Court, Locker Rooms, Outdoor Court",5:30 AM - 7:30 AM,15-18,Mixed,43,Basketball Federation Certified,3.6,458,True,"{""instagram"": ""https://instagram.com/victory-athletic-center-tirupati-23"", ""facebook"": ""https://facebook.com/victory-athletic-center-tirupati-23"", ""youtube"": ""https://youtube.com/@victory-athletic-center-tirupati-23""}"
398e9ded-7449-4da1-a5a8-7ce1a8bfffbb,Royal Sports Club Kurnool 24,royal-sports-club-kurnool-24,15.814024,78.010891,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 155, Victory Avenue, Kurnool",Kurnool,Andhra Pradesh,+917798786052,"https://maps.google.com/?q=15.814024,78.010891",https://picsum.photos/seed/royal-sports-club-kurnool-24/800/600,Prakash Kumar,Tennis,22 Years,Royal Sports Club Kurnool 24,₹4850/month,"Hard Court, Fitness Center, Ball Machine, Clay Court",6:00 AM - 8:00 AM,5-10,Boys,90,AITA Certified Coach,4.1,137,False,"{""instagram"": ""https://instagram.com/royal-sports-club-kurnool-24"", ""facebook"": ""https://facebook.com/royal-sports-club-kurnool-24"", ""youtube"": ""https://youtube.com/@royal-sports-club-kurnool-24""}"
33ac0aba-b156-42ff-986c-b17670755a74,Prime Training Center Tirupati 25,prime-training-center-tirupati-25,13.599623,79.41828,Professional Football coaching academy offering structured training programs.,Football,"Plot 95, Victory Avenue, Tirupati",Tirupati,Andhra Pradesh,+917463476721,"https://maps.google.com/?q=13.599623,79.41828",https://picsum.photos/seed/prime-training-center-tirupati-25/800/600,Suresh Sharma,Football,8 Years,Prime Training Center Tirupati 25,₹3039/month,"Natural Grass Ground, Locker Rooms, Training Cones, Fitness Center",6:00 PM - 8:00 PM,All Ages,Girls,63,"AIFF D License, AIFF C License",4.8,370,False,"{""instagram"": ""https://instagram.com/prime-training-center-tirupati-25"", ""facebook"": ""https://facebook.com/prime-training-center-tirupati-25"", ""youtube"": ""https://youtube.com/@prime-training-center-tirupati-25""}"
ac8e8fe9-3f8d-4fc2-8031-1cb00e55bec5,Legend Training Center Visakhapatnam 26,legend-training-center-visakhapatnam-26,17.650467,83.209321,Professional Athletics coaching academy offering structured training programs.,Athletics,"Plot 682, Main Road, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+918323534440,"https://maps.google.com/?q=17.650467,83.209321",https://picsum.photos/seed/legend-training-center-visakhapatnam-26/800/600,Arjun Singh,Athletics,24 Years,Legend Training Center Visakhapatnam 26,₹3390/month,"Fitness Center, Recovery Zone, Running Track, Gym",5:30 AM - 7:30 AM,18+,Boys,54,Athletics Federation Certified,3.5,495,False,"{""instagram"": ""https://instagram.com/legend-training-center-visakhapatnam-26"", ""facebook"": ""https://facebook.com/legend-training-center-visakhapatnam-26"", ""youtube"": ""https://youtube.com/@legend-training-center-visakhapatnam-26""}"
7bda7ef9-c85d-493e-8a33-5f97d6c64798,Master Sports Club Kurnool 27,master-sports-club-kurnool-27,15.852701,78.059041,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 374, Champions Street, Kurnool",Kurnool,Andhra Pradesh,+916777562151,"https://maps.google.com/?q=15.852701,78.059041",https://picsum.photos/seed/master-sports-club-kurnool-27/800/600,Lokesh Sharma,Basketball,18 Years,Master Sports Club Kurnool 27,₹3581/month,"Indoor Court, Locker Rooms, Outdoor Court, Fitness Center",5:30 AM - 7:30 AM,10-15,Mixed,70,Basketball Federation Certified,4.3,245,False,"{""instagram"": ""https://instagram.com/master-sports-club-kurnool-27"", ""facebook"": ""https://facebook.com/master-sports-club-kurnool-27"", ""youtube"": ""https://youtube.com/@master-sports-club-kurnool-27""}"
9ab31362-3dd4-4fda-940a-6362b77c7070,Pro Training Center Rajahmundry 28,pro-training-center-rajahmundry-28,17.026542,81.80332,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 88, Sports Nagar, Rajahmundry",Rajahmundry,Andhra Pradesh,+918850224874,"https://maps.google.com/?q=17.026542,81.80332",https://picsum.photos/seed/pro-training-center-rajahmundry-28/800/600,Harish Yadav,Tennis,9 Years,Pro Training Center Rajahmundry 28,₹9877/month,"Clay Court, Hard Court, Ball Machine, Fitness Center",6:00 PM - 8:00 PM,15-18,Mixed,98,AITA Certified Coach,3.7,74,True,"{""instagram"": ""https://instagram.com/pro-training-center-rajahmundry-28"", ""facebook"": ""https://facebook.com/pro-training-center-rajahmundry-28"", ""youtube"": ""https://youtube.com/@pro-training-center-rajahmundry-28""}"
0c55b10a-9e71-40c6-a338-653ee015b489,Star Performance Academy Kurnool 29,star-performance-academy-kurnool-29,15.834514,78.077097,Professional Basketball coaching academy offering structured training programs.,Basketball,"Plot 237, Stadium Road, Kurnool",Kurnool,Andhra Pradesh,+916507158340,"https://maps.google.com/?q=15.834514,78.077097",https://picsum.photos/seed/star-performance-academy-kurnool-29/800/600,Tarun Rao,Basketball,16 Years,Star Performance Academy Kurnool 29,₹6642/month,"Outdoor Court, Locker Rooms, Indoor Court, Fitness Center",6:00 PM - 8:00 PM,15-18,Boys,62,Basketball Federation Certified,4.3,142,False,"{""instagram"": ""https://instagram.com/star-performance-academy-kurnool-29"", ""facebook"": ""https://facebook.com/star-performance-academy-kurnool-29"", ""youtube"": ""https://youtube.com/@star-performance-academy-kurnool-29""}"
c26736f0-4643-453b-843a-ff5cee8573fa,Master Sports Institute Vijayawada 30,master-sports-institute-vijayawada-30,16.458225,80.640163,Professional Football coaching academy offering structured training programs.,Football,"Plot 310, Champions Street, Vijayawada",Vijayawada,Andhra Pradesh,+917827524906,"https://maps.google.com/?q=16.458225,80.640163",https://picsum.photos/seed/master-sports-institute-vijayawada-30/800/600,Mahesh Yadav,Football,18 Years,Master Sports Institute Vijayawada 30,₹6607/month,"Locker Rooms, Training Cones, Natural Grass Ground, Flood Lights",5:00 PM - 7:00 PM,5-10,Boys,33,"AIFF D License, AIFF C License",4.6,383,False,"{""instagram"": ""https://instagram.com/master-sports-institute-vijayawada-30"", ""facebook"": ""https://facebook.com/master-sports-institute-vijayawada-30"", ""youtube"": ""https://youtube.com/@master-sports-institute-vijayawada-30""}"
22458909-e9a3-466e-bd09-4c23ecda85a9,National Sports Academy Kurnool 31,national-sports-academy-kurnool-31,15.8219,78.041395,Professional Volleyball coaching academy offering structured training programs.,Volleyball,"Plot 93, Champions Street, Kurnool",Kurnool,Andhra Pradesh,+916325922532,"https://maps.google.com/?q=15.8219,78.041395",https://picsum.photos/seed/national-sports-academy-kurnool-31/800/600,Sanjay Yadav,Volleyball,23 Years,National Sports Academy Kurnool 31,₹5537/month,"Sand Court, Flood Lights, Indoor Court, Fitness Center",6:00 AM - 8:00 AM,15-18,Girls,47,Volleyball Federation Certified,4.6,408,True,"{""instagram"": ""https://instagram.com/national-sports-academy-kurnool-31"", ""facebook"": ""https://facebook.com/national-sports-academy-kurnool-31"", ""youtube"": ""https://youtube.com/@national-sports-academy-kurnool-31""}"
59128677-e0f8-4c42-9671-55fb2af4181f,Dynamic Sports Club Visakhapatnam 32,dynamic-sports-club-visakhapatnam-32,17.691107,83.24132,Professional Tennis coaching academy offering structured training programs.,Tennis,"Plot 551, Sports Complex, Visakhapatnam",Visakhapatnam,Andhra Pradesh,+916989380511,"https://maps.google.com/?q=17.691107,83.24132",https://picsum.photos/seed/dynamic-sports-club-visakhapatnam-32/800/600,Rahul Patel,Tennis,15 Years,Dynamic Sports Club Visakhapatnam 32,₹5381/month,"Clay Court, Fitness Center, Hard Court, Ball Machine",6:00 PM - 8:00 PM,18+,Mixed,98,AITA Certified Coach,4.8,219,True,"{""instagram"": ""https://instagram.com/dynamic-sports-club-visakhapatnam-32"", ""facebook"": ""https://facebook.com/dynamic-sports-club-visakhapatnam-32"", ""youtube"": ""https://youtube.com/@dynamic-sports-club-visakhapatnam-32""}"
